Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
1003	Determine the number of instances where Arianna Errigo won a medal of a different color than the previous iteration of the same event.	18	Arianna Errigo		"Arianna Errigo

Personal Information
Birth Date
1988-6-6	

Birth Place
Monza	

Height
1.81 m	

Weight
64  kg	

Country Representing: ITA
Olympic Games
Team	MedalGold | 2012 | London, MedalBronze | 2020 | Tokyo
Individual	MedalSilver | 2012 | London

World Championships
Team	MedalGold | 2009 | Antalya, MedalGold | 2010 | Paris, MedalGold | 2013 | Budapest, MedalGold | 2014 | Kazan, MedalGold | 2015 | Moscow, MedalGold | 2017 | Leipzig, MedalGold | 2022 | Cairo, MedalGold | 2023 | Milan, MedalSilver | 2011 | Catania, MedalSilver | 2016 | Rio de Janeiro, MedalSilver | 2018 | Wuxi, MedalSilver | 2019 | Budapest
Individual	MedalGold | 2013 | Budapest, MedalGold | 2014 | Kazan, MedalSilver | 2010 | Paris, MedalSilver | 2022 | Cairo, MedalSilver | 2023 | Milan, MedalBronze | 2009 | Antalya, MedalBronze | 2015 | Moscow, MedalBronze | 2017 | Leipzig, MedalBronze | 2018 | Wuxi, MedalBronze | 2019 | Budapest

European Championships
Team	MedalGold | 2009 | Plovdiv, MedalGold | 2010 | Leipzig, MedalGold | 2011 | Sheffield, MedalGold | 2012 | Legnano, MedalGold | 2013 | Zagreb, MedalGold | 2014 | Strasbourg, MedalGold | 2015 | Montreux, MedalGold | 2017 | Tbilisi, MedalGold | 2018 | Novi Sad, MedalGold | 2022 | Antalya, MedalGold | 2024 | Basel, MedalSilver | 2016 | Toruń, MedalBronze | 2019 | Düsseldorf
Individual	MedalGold | 2016 | Toruń, MedalGold | 2017 | Tbilisi, MedalGold | 2024 | Basel, MedalSilver | 2018 | Novi Sad, MedalSilver | 2022 | Antalya, MedalBronze | 2009 | Plovdiv, MedalBronze | 2012 | Legnano, MedalBronze | 2015 | Montreux

"		1150.0
3	List all the formats in which Wang Jianjiahe has won medals in ?	400 m freestyle, 1500 m freestyle, 800 m freestyle, 4x200 m freestyle	Wang Jianjiahe	Swimming	"Wang Jianjiahe

Personal Information
Birth Date
2002-7-17	

Birth Place
Anshan, Liaoning	

Height
1.82 m	

Weight
66  kg	

Country Representing: CHN
World Championships
1500 m freestyle	MedalBronze | 1500 | m freestyle

World Championships (SC)
800 m freestyle	MedalGold | 2018 | Hangzhou
4x200 m freestyle	MedalGold | 2018 | Hangzhou
400 m freestyle	MedalSilver | 2018 | Hangzhou

Asian Games
400 m freestyle	MedalGold | 2018 | Jakarta
800 m freestyle	MedalGold | 2018 | Jakarta
1500 m freestyle	MedalGold | 1500 | m freestyle
4x200 m freestyle	MedalGold | 2018 | Jakarta

"	Neutral	
1002	How many times did Gao Ning win a gold medal in an event, followed by any other medal in the same event?	4	Gao Ning		"Gao Ning

Personal Information
Birth Date
1982-10-11	

Birth Place
Xinji	

Height

Weight
0 kg	

Country Representing: SGP
Asian Games
Doubles	MedalBronze | 2014 | Incheon

Asian Championships
Doubles	MedalGold | 2012 | Macau, MedalBronze | 2013 | Busan
Mixed doubles	MedalSilver | 2012 | Macau

Asian Cup
Singles	MedalGold | 2007 | Hanoi, MedalSilver | 2010 | Guangzhou, MedalBronze | 2008 | Sapporo

Commonwealth Games
Team	MedalGold | 2010 | Delhi, MedalGold | 2014 | Glasgow
Doubles	MedalGold | 2014 | Glasgow, MedalSilver | 2010 | Delhi
Singles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi, MedalSilver | 2014 | Glasgow
Mixed doubles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi

Southeast Asian Games
Singles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2011 | Jakarta, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur
Doubles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur, MedalSilver | 2011 | Jakarta, MedalBronze | 2009 | Vientiane
Team	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2015 | Singapore, MedalSilver | 2017 | Kuala Lumpur
Mixed doubles	MedalSilver | 2007 | Nakhon Ratchasima, MedalSilver | 2009 | Vientiane, MedalSilver | 2011 | Jakarta

"		682.0
1003	Determine the number of instances where Beiwen Zhang won a medal of a different color than the previous iteration of the same event.	2	Beiwen Zhang		"Beiwen Zhang

Personal Information
Birth Date
1990-07-12	

Birth Place
Anshan	

Height

Weight

Coach
	

Handedness
Right	

Career Record
319 wins, 173 losses	

Date Of Highest Ranking
22 June 2017	

Country Representing: USA
Pan American Games
Women's singles	MedalGold | 2023 | Santiago

Pan Am Championships
Women's singles 	MedalGold | 2021 | Guatemala City, MedalGold | 2024 | Guatemala City, MedalSilver | 2022 | San Salvador, MedalSilver | 2023 | Kingston

Pan Am Mixed Team Championships
Mixed team 	MedalSilver | 2023 | Guadalajara

Pan Am Female Badminton Cup
Women's team 	MedalSilver | 2024 | São Paulo

Country Representing: SIN
Southeast Asian Games
Women's team 	MedalBronze | 2009 | Vientiane

World Junior Championships
Mixed team 	MedalBronze | 2007 | Waitakere City

"		972.0
1003	Determine the number of instances where Jun Mizutani won a medal of a different color than the previous iteration of the same event.	2	Jun Mizutani		"Jun Mizutani

Personal Information
Birth Date
1989-6-9	

Birth Place
Iwata, Shizuoka	

Height
172 cm	

Weight
68  kg	

Country Representing: JPN
Olympic Games
Mixed Doubles	MedalGold | 2020 | Tokyo
Team	MedalSilver | 2016 | Rio de Janeiro, MedalBronze | 2020 | Tokyo
Singles	MedalBronze | 2016 | Rio de Janeiro

World Championships
Team	MedalSilver | 2016 | Kuala Lumpur, MedalBronze | 2008 | Guangzhou, MedalBronze | 2010 | Moscow, MedalBronze | 2012 | Dortmund, MedalBronze | 2014 | Tokyo
Doubles	MedalBronze | 2009 | Yokohama, MedalBronze | 2013 | Paris

Asian Championships
Team	MedalSilver | 2007 | Yangzhou, MedalSilver | 2009 | Lucknow, MedalSilver | 2012 | Macau, MedalSilver | 2013 | Busan
Doubles	MedalBronze | 2007 | Yangzhou

Asian Cup
Singles	MedalBronze | 2007 | Hanoi, MedalBronze | 2014 | Wuhan, MedalBronze | 2015 | Jaipur

"		1214.0
66	In which year(s) did Gao Ning win the lowest number of medals during their career ?	2013, 2008	Gao Ning	TableTennis	"Gao Ning

Personal Information
Birth Date
1982-10-11	

Birth Place
Xinji	

Height

Weight
0 kg	

Country Representing: SGP
Asian Games
Doubles	MedalBronze | 2014 | Incheon

Asian Championships
Doubles	MedalGold | 2012 | Macau, MedalBronze | 2013 | Busan
Mixed doubles	MedalSilver | 2012 | Macau

Asian Cup
Singles	MedalGold | 2007 | Hanoi, MedalSilver | 2010 | Guangzhou, MedalBronze | 2008 | Sapporo

Commonwealth Games
Team	MedalGold | 2010 | Delhi, MedalGold | 2014 | Glasgow
Doubles	MedalGold | 2014 | Glasgow, MedalSilver | 2010 | Delhi
Singles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi, MedalSilver | 2014 | Glasgow
Mixed doubles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi

Southeast Asian Games
Singles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2011 | Jakarta, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur
Doubles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur, MedalSilver | 2011 | Jakarta, MedalBronze | 2009 | Vientiane
Team	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2015 | Singapore, MedalSilver | 2017 | Kuala Lumpur
Mixed doubles	MedalSilver | 2007 | Nakhon Ratchasima, MedalSilver | 2009 | Vientiane, MedalSilver | 2011 | Jakarta

"	Neutral	
3	List all the formats in which Michele Lamberti has won medals in ?	4x100 m mixed medley, 100 m butterfly, 100 m backstroke , 4x50 m medley, 200 m backstroke, 4x100 m medley, 4x50 m mixed medley, 50 m backstroke, 4x100 m medley  , 50 m backstroke	Michele Lamberti	Swimming	"Michele Lamberti

Personal Information
Birth Date
2000-11-3	

Birth Place
Brescia	

Height
1.83 m	

Weight
75  kg	

Coach
Giorgio Lamberti	

Country Representing: ITA
World Championships (LC)
4x100 m medley	MedalBronze | 2024 | Doha

World Championships (SC)
4x50 m mixed medley	MedalBronze | 2021 | Abu Dhabi
4x50 m medley	MedalBronze | 2021 | Abu Dhabi

European Championships (LC)
4x100 m medley	MedalGold | 2022 | Roma
4x100 m mixed medley	MedalSilver | 2022 | Rome

European Championships (SC)
4x50 m medley	MedalGold | 2021 | Kazan
50 m backstroke	MedalSilver | 2021 | Kazan
100 m butterfly	MedalSilver | 2021 | Kazan
4x50 m mixed medley	MedalSilver | 2021 | Kazan
200 m backstroke	MedalBronze | 2021 | Kazan

World University Games
100 m backstroke 	MedalSilver | 2021 | Chengdu
4x100 m medley  	MedalSilver | 2021 | Chengdu
50 m backstroke 	MedalBronze | 2021 | Chengdu

"	Neutral	
74	How many times did Yves Martial Tadissi win an International medal in the World Games before  2019  ?	0	Yves Martial Tadissi	Karate	"Yves Martial Tadissi

Personal Information
Birth Date
1991-8-26	

Birth Place
	

Years Active

Height

Weight
67  kg	

Coach

Country Representing: HUN
World Championships
Kumite 67 kg 	MedalSilver | 2016 | Linz

World Games
Kumite 67 kg	MedalSilver | 2022 | Birmingham

European Games
Kumite 67 kg	MedalBronze | 2019 | Minsk

European Championships
Kumite 67 kg	MedalGold | 2024 | Zadar
Kumite 67 kg 	MedalBronze | 2014 | Tampere, MedalBronze | 2016 | Montpellier, MedalBronze | 2018 | Novi Sad, MedalBronze | 2019 | Guadalajara

"	Neutral	
74	How many times did Rubén Limardo win an International medal in the Pan American Games before  2018  ?	6	Rubén Limardo	Fencing	"Rubén Limardo

Personal Information
Birth Date
1985-8-3	

Birth Place

Height
175 cm	

Weight
75  kg	

Country Representing: VEN
Olympic Games
Épée	MedalGold | 2012 | London

World Championships
Individual	MedalSilver | 2013 | Budapest, MedalSilver | 2018 | Wuxi
Team	MedalBronze | 2023 | Milan

Pan American Championships
Individual	MedalGold | 2009 | San Salvador, MedalGold | 2015 | Santiago, MedalGold | 2017 | Montreal, MedalGold | 2019 | Toronto, MedalSilver | 2008 | Querétaro, MedalSilver | 2012 | Cancún, MedalSilver | 2018 | Havana, MedalBronze | 2013 | Cartagena
Team	MedalGold | 2009 | San Salvador, MedalGold | 2012 | Cancún, MedalGold | 2013 | Cartagena, MedalGold | 2016 | Panama City, MedalGold | 2017 | Montreal, MedalSilver | 2008 | Querétaro, MedalSilver | 2015 | Santiago, MedalSilver | 2018 | Havana, MedalBronze | 2011 | Reno
None	MedalSilver | 2011 | Reno

Pan American Games
Individual	MedalGold | 2007 | Rio de Janeiro, MedalGold | 2015 | Toronto, MedalGold | 2019 | Lima, MedalSilver | 2011 | Guadalajara
Team	MedalGold | 2015 | Toronto, MedalSilver | 2007 | Rio de Janeiro, MedalSilver | 2011 | Guadalajara, MedalBronze | 2019 | Lima

Central American and Caribbean Games
Team	MedalGold | 2010 | Mayagüez
2006 Cartagena	MedalSilver | 2006 | Cartagena
Individual	MedalSilver | 2010 | Mayagüez, MedalBronze | 2006 | Cartagena

"	Popular	
1004	Count the events where the Lee Kiefer won a gold medal in one iteration, win a lower medal in the next iteration, and then win a gold medal again in the following iteration?	2	Lee Kiefer		"Lee Kiefer

Personal Information
Birth Date
1994-6-15	

Birth Place
Cleveland	

Height
1.63 m	

Weight
49  kg	

Coach
Amgad Khazbak	

Country Representing: USA
Olympic Games
Individual	MedalGold | 2020 | Tokyo

World Championships
Team	MedalGold | 2018 | Wuxi, MedalSilver | 2017 | Leipzig, MedalSilver | 2022 | Cairo, MedalBronze | 2019 | Budapest
Individual	MedalBronze | 2011 | Catania, MedalBronze | 2022 | Cairo, MedalBronze | 2023 | Milan

Pan American Games
Individual	MedalGold | 2011 | Guadalajara, MedalGold | 2015 | Toronto, MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago
Team	MedalGold | 2011 | Guadalajara, MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago, MedalSilver | 2015 | Toronto

Pan American Championships
Individual	MedalGold | 2010 | San José, MedalGold | 2011 | Reno, MedalGold | 2012 | Cancún, MedalGold | 2013 | Cartagena, MedalGold | 2014 | San José, MedalGold | 2015 | Santiago, MedalGold | 2016 | Panama City, MedalGold | 2017 | Montreal, MedalGold | 2018 | Havana, MedalGold | 2023 | Lima, MedalSilver | 2022 | Asunción
Team	MedalGold | 2010 | San José, MedalGold | 2011 | Reno, MedalGold | 2012 | Cancún, MedalGold | 2013 | Cartagena, MedalGold | 2014 | San José, MedalGold | 2015 | Santiago, MedalGold | 2016 | Panama City, MedalGold | 2017 | Montreal, MedalGold | 2018 | Havana, MedalGold | 2019 | Toronto, MedalSilver | 2022 | Asunción, MedalSilver | 2023 | Lima

"		1611.0
43	In Which city has Jay Litherland won the most international medals ?	Gwangju	Jay Litherland	Swimming	"Jay Litherland

Personal Information
Birth Date
1995-8-24	

Birth Place
Amagasaki	

Height

Weight
176  lb	

Coach
Rich Murphy	

Country Representing: USA
Olympic Games
400 m medley	MedalSilver | 2020 | SOG

World Championships (LC)
400 m medley	MedalSilver | 2019 | Gwangju
4x200 m freestyle	MedalBronze | 2017 | Budapest

Pan American Games
400 m medley	MedalGold | 2023 | Santiago

Summer Universiade
400 m Medley	MedalGold | 2015 | Gwangju

World Junior Championships
4x200 m freestyle 	MedalBronze | 2013 | Dubai

NCAA Championships
400 y medley	MedalBronze | 2016 | Atlanta

"	Neutral	
58	How many medals did Ovidiu Ionescu win in his mid twenties ?	1	Ovidiu Ionescu	TableTennis	"Ovidiu Ionescu

Personal Information
Birth Date
1989-6-28	

Birth Place
Buzău	

Height
1.83 m	

Weight
72  kg	

Country Representing: ROU
World Championships
Doubles	MedalSilver | 2019 | Budapest

European Games
Mixed doubles	MedalSilver | 2019 | Minsk, MedalBronze | 2023 | Kraków

European Championships
Singles	MedalSilver | 2018 | Alicante
Mixed doubles	MedalSilver | 2022 | Munich
Mixed Doubles	MedalBronze | 2012 | Buzău, MedalBronze | 2016 | Budapest

"	Neutral	
1006	Identify the number of times Deepika Kumari won medals in three consecutive iterations of an event, with the sequence being a bronze, followed by silver, and then gold medal.	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		2314.0
70	Does Chuang Chih-yuan have more Silver Medals than Bronze Medals in Team ?	Yes	Chuang Chih-yuan	TableTennis	"Chuang Chih-yuan

Personal Information
Birth Date
1981-4-2	

Birth Place
Kaohsiung	

Height
1.69 m	

Weight
60  kg	

Country Representing: TPE
World Championships
Doubles	MedalGold | 2013 | Paris
Team	MedalBronze | 2014 | Tokyo, MedalBronze | 2024 | Busan

World Cup
Team	MedalSilver | 2013 | Guangzhou

Asian Games
Singles	MedalSilver | 2002 | Busan, MedalBronze | 2014 | Incheon
Team	MedalBronze | 1998 | Bangkok, MedalBronze | 2002 | Busan, MedalBronze | 2006 | Doha, MedalBronze | 2014 | Incheon, MedalBronze | 2018 | Jakarta, MedalBronze | 2022 | Hangzhou
Doubles	MedalBronze | 2006 | Doha, MedalBronze | 2022 | Hangzhou

Asian Championships
Team	MedalSilver | 2000 | Doha, MedalSilver | 2003 | Bangkok, MedalSilver | 2021 | Doha, MedalSilver | 2023 | Pyeongchang, MedalBronze | 2007 | Yangzhou, MedalBronze | 2013 | Busan, MedalBronze | 2015 | Pattaya
Singles	MedalSilver | 2021 | Doha, MedalBronze | 2015 | Pattaya
Doubles	MedalBronze | 2007 | Yangzhou

Asian Cup
Singles	MedalBronze | 2013 | Hong Kong, MedalBronze | 2022 | Bangkok

"	Neutral	
19	Which city did Brady Ellison win his/her first International Gold Medals ?	Rio de Janeiro	Brady Ellison	Archery	"Brady Ellison

Personal Information
Birth Date
1988-10-27	

Birth Place
Glendale, Arizona	

Height

Weight
190  lb	

Country Representing: USA
Olympic Games
Team	MedalSilver | 2012 | London, MedalSilver | 2016 | Rio de Janeiro
Individual	MedalBronze | 2016 | Rio de Janeiro

World Championships
Team	MedalGold | 2013 | Belek, MedalSilver | 2021 | Yanktok
Individual	MedalBronze | 2011 | Torino, MedalBronze | 2021 | Yankton
Mixed team	MedalSilver | 2013 | Belek

World Indoor Championships
Team	MedalGold | 2009 | Rzeszów, MedalGold | 2012 | Las Vegas
Individual	MedalBronze | 2012 | Las Vegas, MedalBronze | 2014 | Nimes

World Field Championships
Individual	MedalGold | 2014 | Zagreb, MedalGold | 2016 | Dublin, MedalBronze | 2018 | Cortina
Team	MedalGold | 2014 | Zagreb, MedalGold | 2016 | Dublin, MedalSilver | 2018 | Cortina

World Cup
Individual	MedalGold | 2010 | Edinburgh, MedalGold | 2011 | Istanbul, MedalGold | 2014 | Lausanne, MedalGold | 2016 | Odense, MedalGold | 2019 | Moscow, MedalSilver | 2012 | Tokyo, MedalSilver | 2017 | Rome, MedalSilver | 2021 | Yankton, MedalBronze | 2013 | Paris, MedalBronze | 2018 | Samsun
Mixed team	MedalGold | 2012 | Tokyo

World Games
Individual	MedalSilver | 2013 | Cali, MedalSilver | 2017 | Wrocław, MedalSilver | 2022 | Birmingham

Pan American Games
Team	MedalGold | 2007 | Rio de Janeiro, MedalGold | 2011 | Guadalajara, MedalGold | 2023 | Santiago, MedalSilver | 2015 | Toronto, MedalBronze | 2019 | Lima
Individual	MedalGold | 2011 | Guadalajara, MedalSilver | 2015 | Toronto
Mixed team	MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago

Pan American Championships
Team	MedalGold | 2018 | Medellín, MedalBronze | 2024 | Medellín
Mixed team	MedalGold | 2018 | Medellín

"	Popular	
1004	Count the events where the Deepika Kumari won a gold medal in one iteration, win a lower medal in the next iteration, and then win a gold medal again in the following iteration?	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		1328.0
1	How many Asia Mixed Team Championships Silver Medals did Gayatri Gopichand win ?	0	Gayatri Gopichand	Badminton	"Gayatri Gopichand

Personal Information
Birth Date
2003-03-04	

Birth Place

Height
1.62 m	

Weight
56  kg	

Years Active

Handedness
Right	

Coach
 	

Country Representing: IND
Asia Mixed Team Championships
Mixed team 	MedalBronze | 2023 | Dubai

Asia Team Championships
Women's team 	MedalGold | 2024 | Selangor

Commonwealth Games
Mixed team	MedalSilver | 2022 | Birmingham
Women's doubles	MedalBronze | 2022 | Birmingham

South Asian Games
Women's team 	MedalGold | 2019 | Kathmandu
Women's singles 	MedalSilver | 2019 | Kathmandu

"	Neutral	
74	How many times did Anton Källberg win an International medal in the European Games before  2023  ?	0	Anton Källberg	TableTennis	"Anton Källberg

Personal Information
Birth Date
1997-8-17	

Birth Place
Sollentuna Municipality	

Height
183 cm	

Country Representing: SWE
World Championships
Team	MedalBronze | 2018 | Halmstad

European Games
Team	MedalSilver | 2023 | Kraków

European Championships
Team	MedalGold | 2023 | Malmö, MedalBronze | 2019 | Nantes, MedalBronze | 2021 | Cluj
Doubles	MedalBronze | 2022 | Munich

"	Neutral	
